slipping	$FB	-0.289	slipping
play longs	$CANF	0.273	play longs
rally friday Emark #newNNweekhighs big small RR fine weekend Emark	$JNJ	0.66	rally friday Emark #newNNweekhighs p RR
facebook near buy point last week faces different technical test today	$NFLX	0.102	near buy point last week
support @ NNsma bb lower band RR retrace prior move tomorrow dev conf good long trade tight stop	$FB	0.328	support @ NNsma good long trade tight stop
branch medicine producing top rated stocks days Qmark found one	$HSIC	0.428	top rated
long morning	$BAC	0.476	long morning
minnesota NNst quarter earnings season kicks fastenal NNq revenue NN RR earnings NN RR results short expectations	$FAST	-0.352	NN RR short expectations
NN⃣NN⃣biggest market losers	$PTX	-0.438	biggest market losers
commented apple need innovation sell rating	$GOOG	0.0	
commented parkervision aggressive buy NN	$INTC	0.306	aggressive buy
@dynaxjobs bullish analysts stock tickr michael james enterprises inc monday sold	$ZTS	-0.44	monday sold
back highs energy play trying break NN day range NN NN long #stocks #investing #tradeideas	$UNT	0.244	trying break NN day range NN NN long
yahoo facebook ad partnership talks via @theinformation	$YHOO	0.249	yahoo facebook ad partnership talks
breakout watch tues	$SE	0.352	breakout watch
insiders selling facebook ford motor	$FB	-0.527	insiders selling
taking shine words	$FB	0.435	taking shine
u airlines battle cuba routes	$JBLU	0.092	airlines battle cuba routes
call sweepers stepping morning DD wait	$TSLA	0.343	call sweepers stepping morning
launching marketing cloud Qmark even compete vs Qmark threaten data partnership still keeps relevant Qmark	$ADBE	-0.245	launching marketing cloud
wondering catch bid today news sector taking beating recently could positive	$TFM	0.361	sector taking beating recently could positive catch bid today
sector stocks leading today	$APC	0.454	sector stocks leading today
NN million new internet users added globally every year	$JD	0.337	NN million new internet users added globally every year
short setups looking nice really nice |	$ADS	-0.464	short setups looking nice really nice
@mobile_reach @anshublog working local financing agents allow growing middle class india buy iphone se Emark	$AAPL	0.289	allow growing middle class working
today's losers	$PANW	-0.317	today's losers
@reutersbiz ahhh secret curing #overbought conditions stock good one @elonmusk Emark #autostocks	$TSLA	-0.262	curing #overbought conditions
nice day rally Emark	$FB	0.529	nice day rally Emark
wondering catch bid today news sector taking beating recently could positive	$SFM	0.361	sector taking beating recently could positive catch bid today
nice day rally Emark	$PG	0.529	nice day rally Emark
daily mail general trust eyeing yahoo Emark bid meanwhile time inc also reported mulling offer	$YHOO	0.39	daily mail general trust eyeing yahoo Emark
make hod longs @ NN NN NN NN	$WFM	0.49	make hod longs
omg omg excited Emark Emark Emark Emark	$AAPL	0.219	omg omg excited Emark Emark Emark Emark
nice names watch tomorrow long DD short DD potential r/g short DD #stocks	$GOGO	-0.318	short
@jimcramer #facebook high flyers falling @tstrealmoney	$CRM	-0.501	high flyers falling
commented parkervision aggressive buy NN	$PRKR	0.587	aggressive buy
pt raised DD DD leerink keeps outperform rated	$ISRG	0.489	keeps outperform rated
@starbucks brings upscale concept @midtownatl	$SBUX	0.22	brings upscale concept
isolationism Qmark another sell rating sell ratings spy qqq iwm several companies #apple	$AAPL	-0.513	another sell rating sell rating
oil break adding chevron	$IBM	0.666	oil break adding chevron
& strong tech leads dow higher	$AAPL	0.722	& strong tech leads dow higher
NN million new internet users added globally every year	$FB	0.337	NN million new internet users added globally every year
bullish stocks twitter dip	$GOLD	0.408	bullish stocks twitter dip
unusual call buying NNx average volume NNx NNx NNx NNx NNx NNx NNx	$WY	0.336	unusual call buying
markets back black NN #oil #optionstrategies	$TNA	0.271	markets back black NN
would feel terribly good recent order today's recall	$TSLA	-0.126	feel terribly good
still saying bullish lol	$TSLA	-0.038	still saying bullish lol
short setups looking nice really nice |	$ETFC	-0.464	short setups looking nice really nice
#tesla model x recall adds reliability issues	$TSLA	-0.267	recall adds reliability issues
stocks higher afternoon trade; intel nears buy point	$JPM	0.314	stocks higher afternoon trade
apparently intel thinks women get paid men concept Emark gender pay parity RR	$INTC	0.447	apparently intel thinks women get paid men gender pay parity RR
NN NN	$ENDP	0.646	
j rae chipera placed order sell NN shares apple inc	$AAPL	-0.379	placed order sell NN shares
flying	$ADBE	0.361	flying
unusual call buying NNx average volume NNx NNx NNx NNx NNx NNx NNx	$XLP	0.336	unusual call buying
NN RR w/div since original call NN RR even w/ fri's div #emh damned still holding	$AAPL	0.523	NN RR still holding
#fintech provider cachet financial solutions surging forward today post earnings NN RR #momo	$CAFN	0.418	cachet financial solutions surging forward today post earnings NN RR
buy NN stocks there's blood streets	$IBM	0.415	buy NN stocks there's blood streets
dropping DDb market cap they're losing DDm business may tad bit overreaction	$AAPL	-0.015	losing DDm business
short setups looking nice really nice |	$AL	-0.464	short setups looking nice really nice
NN⃣NN⃣biggest market losers	$WBAI	-0.438	biggest market losers
three black crows followed potential bear flag looking promising short term imo	$PNRA	-0.569	three black crows followed potential bear flag looking promising short term
found good bull setups week let's see mkt helps	$ECHO	0.448	found good bull setups week
speculation positive outcome w/ lung studyRR may see NNd filing soros icahn et al	$VLTC	0.33	positive outcome w/ lung studyRR may see NNd filing soros
prettiest candlesticks signs gap fill yet	$GMCR	0.0	prettiest candlesticks signs gap fill yet
homebuilders breaking support watch one	$RYL	-0.397	breaking support
big dumping would touch	$AMD	-0.699	big dumping would touch
love types articles ss interest rose RR day hit lows	$TSLA	-0.405	ss interest rose RR day hit lows
added NN NN NN NN low	$SSO	0.626	added NN NN
rt @omillionaires @ace_man @ace_man @albertvr DD end week snatch ur NN Qmark blinked ur eye u missed	$JBL	0.257	DD end week snatch ur NN
NN$ less NN NN tape dont know avg vol may alot stock still NN every $ isthin	$FFIV	0.32	NN$
today's close RR/NN i'm long longer term technical swing long basis	$AMTD	0.591	longer term technical swing long basis
bot NN NN; bot NN NN;	$CHRW	0.437	bot
broker shorts Qmark	$JRJC	-0.533	broker shorts Qmark
surprising see sales numbers still holding well guess high end might concern	$JWN	0.315	sales numbers still holding well igh end might concern
free net africa first roi piss investors big picture brilliant boy wonder visionary zuck Emark	$FB	0.355	big picture brilliant boy wonder visionary zuck Emark
look belooooooo	$SPY	-0.85	look belooooooo
china overtake us largest online gaming market says report	$DSKY	0.226	largest online gaming market
rt @traderstewie wanna see NN awesomely bullish stocks Qmark Qmark Emark Emark check Emark Emark europe might mess people still shipping stuff Emark Emark	$FDX	0.68	awesomely bullish stocks
nice volume watch NN resistance	$VRS	0.113	nice volume watch NN resistance
sells flat	$GS	-0.541	sells flat
NN RR NN RR NN RR NN RR NN RR NN RR NN RR NN RR NN RR NN RR NN RR	$CAT	0.586	NN RR
big money pouring facebook directions;	$FB	0.645	big money pouring facebook directions
@vnotoNN follow sell signal internals [RR] technical sell [RR]	$QQQ	-0.541	sell signal internals technical sell
NN RR NN RR NN RR NN RR NN RR NN RR NN RR NN RR NN RR NN RR NN RR	$X	0.144	NN RR
published estimate estimize NN NN eps NN NN revs compared wall street's consensus	$CF	0.315	
@beckyhiu green lol make cover ugliness #ftw rs yesterday boom today	$EL	0.242	green lol make cover ugliness
plan rest week holding stops accumulating pullback	$CELG	0.171	holding
something big gonna happen much pre market trading going keep eyes open	$LPSN	0.0	something big gonna happen
rival companies watco eyeing w take interest	$GWR	0.041	eyeing w take interest
strictly day trading one long short NN minute hit NN day bounced today	$AAPL	0.035	strictly day trading one long short NN minute
cold put dent massive horizontal rig production knows	$UGAZ	-0.237	cold put dent massive horizontal rig production
three hot stocks today thanks @stkcon	$GMED	0.461	three hot stocks today
rt @dasan @tmtanalyst since mastered supply chain // cornering nand apple mastered everyone's supply chain Emark	$AAPL	0.461	mastered supply chain
institutional ownership NN RR q/q NN NN NN net purchase	$INO	0.406	
#sectorbreadth strongest sector industrials RR bullishness weakest energy RR	$XLI	0.545	#sectorbreadth strongest sector industrials RR bullishness
facebook bull candle DD NN RR	$FB	0.335	bull candle
end day scan stochastic overbought	$JDST	-0.385	stochastic overbought
meanwhile absolute garbage still stores totally empty inventory galore stock mispriced	$JOSB	-0.546	absolute garbage still stores totally empty stock mispriced
long position updating	$GOL	0.674	long position
new hod NN NNx	$NOK	0.432	new hod
NN longs RR/NN close NN NN NN NN NN NN NN NN NN NN NN NN NN NN i'm NN RR Qmark	$PAL	0.511	longs
ah beat	$FB	0.284	beat ah
rt @cash_cow still rising rsi & macd bond buying signaling bad moves market	$UUP	-0.361	bond buying signaling bad moves market
RR since tue morning	$GPRO	-0.527	RR since tue morning
nov NN calls NN NN go long exp imo Emark unless europeans keeps f'ing around Emark	$ROST	0.414	go long exp imo
bought little yesterday hoping earnings pop	$WFM	0.562	bought little yesterda hoping earnings pop
NN year weekly view long term uptrend broke NN year resistance looks primed upside	$AZPN	0.53	long term uptrend broke NN year resistance looks primed upside
nasdaq sets breakout part ii | via @allstarcharts	$QCOM	0.528	sets breakout
gets NN patents goes DD gets patent goes NN today	$NEPT	0.432	gets patent goes NN today
qq case noticed short percent float NN RR	$HOV	-0.16	short percent float NN RR
@julanna vendetta researched NN companies weekend gale stacks poorly insider ownership posting facts	$GALE	-0.314	gale stacks poorly insider ownership
took small position hopefully better outcome getting kneecapped selling dirt cheap NN NN	$KOG	0.344	took small position
continues base weekly chart selling last weeks	$ISRG	-0.047	continues base weekly chart
see downside next two weeks careful NN dollars drop potential vs NN moved	$TSLA	-0.477	see downside next two weeks careful NN dollars drop potential
japan earnings RR topix companies reported yoy eps growth around RR far	$DXJ	0.316	eps growth around RR far
making new highs year normally produce great stocks trade DD may bad swing	$ETR	0.081	may bad great stocks trade making new highs
matter beat er looking ahead investors nervous outlook	$AAPL	-0.357	investors nervous outlook
money flow positive DDm	$INO	0.322	money flow positive
NN NN % megaphone watch	$UNG	-0.392	NN NN %
multiple expansion intact well Emark	$FB	0.281	multiple expansion intact well Emark
@gwenn_caliente happened shorting DD neg pumpers oh still	$FB	-0.373	
running chart RR	$TSO	0.284	running
add positions posted earlier exit	$SKF	0.501	add positions
missed big time low NN's back nov NN get punked one NN NN	$IDRA	0.306	NN NN
get ready NN *flush*	$AAPL	-0.264	get ready NN *flush*
rt @montisumo day biotechs good load confident agreed downness	$ONTY	0.281	day biotechs good load
called back march still loving today	$INO	0.385	still loving today
best stocks NN | via @reformedbroker	$AA	0.463	best stocks NN
double bottom could keep mind	$AAPL	0.271	double bottom could
NNstar analyst joe wittine longbow research reiterated hold rating	$NTAP	0.214	NNstar analyst joe wittine longbow research reiterated hold rating
still trouble resistance line resolve soon @cheriNN @strattonite	$UBNT	0.071	still trouble resistance line
accumulation chart continues make new highs showing accumulation continuing take place	$LSCC	0.497	accumulation chart continues make new highs showing accumulation continuing take place
add positions posted earlier exit	$FXP	0.5	add positions
ca {head & shoulders} bullish reversal setup breakout oil gas pipleline stock	$USO	0.441	bullish reversal setup breakout
sounds like cost cutting run course tom long needs find way turn around miller lite quickly	$TAP	-0.449	run course needs find way turn around
near hod	$DCTH	0.366	near hod
going read quarterlies listen calls bead one looking beat interesting already	$FNFG	-0.084	one looking beat interesting
two dollar spec play Emark long term investment i've held since NN Emark ur penny scalps cost u w/irs Emark good luck lol	$AMD	-0.163	two dollar spec play ur penny scalps cost u w/irs
@vnotoNN follow sell signal internals [RR] technical sell [RR]	$NDX	-0.501	sell signal internals technical sell
starting creep sits near hod	$SPY	-0.014	starting creep
#NN forget chart invest elon fund acjieve misson faster would contribute without doubr Emark	$TSLA	0.327	invest elon
@marketbullNN @botmuncher still position fri gl sleep tonight guess	$NUGT	0.381	still position
close week minuscule NN RR gain lost handsome gains friday portfolio NN RR ytd	$ZIV	-0.059	minuscule NN RR gain lost handsome gains friday
@joekidd lost NN like NN days investment sure wish bad news came days earlier think i'll go russia Emark	$C	-0.221	ure wish bad news came days earlier
loaded yesterday looking good still think way upside downside	$BSX	0.664	loaded yesterday looking good still think way upside downside
one routing trades knight capital receivable going zero	$KCG	-0.343	receivable going zero
next NN charts illustrate bullish weekly outcome	$SLV	0.119	next NN charts illustrate bullish weekly outcome
@tenaciousvalor would buy wtsl prices i'm strapped waiting new ceo announcement & etc news day	$APP	0.193	would buy wtsl prices
volume footprint looks great please take NN force Qmark	$MOS	-0.097	volume footprint looks great
companies shld worried icloud	$MSFT	-0.329	companies shld worried icloud
gap fill NN NN still waiting	$FB	0.085	gap fill NN NN still waiting
afternoon selloff usual brutal get ready lose ton money	$AAPL	-0.569	afternoon selloff usual brutal get ready lose ton money
short know means markets tank p	$FAZ	-0.605	short markets tank
good santa rally without improbable blow top finishing touch	$SPY	0.22	santa rally blow top
wrong berkowitz add NN NN shares added NN NN qNN NN NN NN NN NN NN NN … increase NN RR Emark	$SHLD	0.274	added increase NN RR
sierra great cash balance impressive growth rate would wonderful marriage Emark	$BBRY	0.493	great cash balance impressive growth rate
strong NNin @above bollies	$FB	0.235	strong NNin @above bollies
google soon start selling chromebooks walmart staples retailers coming soon	$GOOG	0.34	google soon start selling chromebooks walmart staples
broke bull flag channel make new highs volume poor	$DPZ	0.369	broke bull flag channel make new highs
NN top stocks nasdaq	$FLML	0.376	top stocks
anyone else max pain NN week Emark Qmark	$AAPL	-0.063	max pain
oil prices oil stocks looking less cheap	$OAS	-0.42	oil prices oil stocks looking less cheap
got NN NN	$WRES	0.295	got
rt @ldrogen NN favorite stocks trends NN	$LNKD	0.401	favorite stocks
patience buy precedes patience sell stocks well romance $$	$SPY	0.0	patience buy precedes patience sell
NN NN buy DD mental stop around DD target DD	$SFUN	0.437	buy
@stefNN last year mkt fell debt downgrade early aug & pNN corrected RR dg due slow growth	$SPY	-0.159	mkt fell debt downgrade due slow growth
run run NN RR	$AAPL	0.477	run run NN RR
today's close RR/NN i'm long longer term technical swing long basis	$TSLA	0.591	longer term technical swing long basis
cien seems broken major horizontal resistance targets DD	$CIEN	0.345	broken major horizontal resistance
close around DD good sign tom continue upwards Emark Emark	$PAY	0.494	close around DD good sign tom continue upwards Emark Emark
end day scan stochastic overbought	$HDGE	-0.516	stochastic overbought
time stomp dreams	$IWM	-0.258	time stomp dreams
speculation positive outcome w/ lung studyRR may see NNd filing soros icahn et al	$ISR	0.33	positive outcome w/ lung studyRR may see NNd filing soros
test NN NN coming	$XLF	0.152	test NN NN coming
people shortsighted opened red significantly day continue surge next week	$FXCM	0.509	day continue surge next week
rsi lowest level since october NN	$SPY	0.165	rsi lowest level since october NN
long setup macd cross	$TRX	0.438	long setup
NN RR NN RR NN RR NN RR NN RR NN RR NN RR NN RR NN RR NN RR NN RR	$FCX	0.339	NN RR
trades gtim NN NN redf NN NN NN NN NN total NN	$YOKU	0.0	NN
best stocks NN | via @reformedbroker	$ARCO	0.463	best stocks NN
rt @flareNNx long NN NN/great find hope wold another still holding second RR	$PZZI	0.509	long NN NN/great find hope wold another still holding second RR
google soon start selling chromebooks walmart staples retailers coming soon	$WMT	0.196	google soon start selling chromebooks walmart staples
found good bull setups week let's see mkt helps	$PANW	0.448	found good bull setups week
watch bancos they're holding relatively well compared broad market large c buying backburner	$XLF	0.394	holding relatively well compared broad market
ripe squeeze Emark	$SBUX	-0.216	ripe squeeze
beautifully orchestrated market would like know mm fb	$FB	0.152	beautifully orchestrated marke
NN$ less NN NN tape dont know avg vol may alot stock still NN every $ isthin	$SPY	0.177	NN$
@jssc limit DD let run losing NN NN stop they/we buying	$UGAZ	0.473	let run
frustrating every tall green bar gets followed immediately NN weeks consolidation	$BWLD	-0.136	frustrating green bar gets followed immediately NN weeks consolidation
alibaba ipo hoopla can't hide risk chinese stocks #notforme	$SPY	-0.272	
shorted gold/silver recently bottom enjoy bull run started $$	$AG	0.376	enjoy bull run started
& issues statement debt ceiling potential u government default	$T	-0.341	issues statement debt ceiling
worst performers today RR RR RR NN RR / best stock RR	$MGM	-0.365	worst performers today RR
good news domestic automakers	$GM	0.413	good news domestic automakers
saying peak fear mongering competition's dying smartphone usage increasing watch coming	$AAPL	0.329	saying peak fear mongering competition's dying smartphone usage increasing
@theacsman thanks sanity amidst cheerleading around deal one cheerleaders show actual valuation work Qmark	$FB	-0.205	one cheerleaders show actual valuation work
@drcooper buying weakness RR/NN	$DUST	0.511	buying weakness
three hot stocks today thanks @stkcon	$THRM	0.461	three hot stocks today
ready take Emark	$BBRY	0.472	ready take Emark
need break DD	$NEON	0.132	need break DD
@traderberlin i'm saavy drops DD i'm push investment another time	$NLY	-0.255	push investment another time
okay i'm looking add gold miner possibly lower pe tech name close/ tmrw watching	$IBM	0.425	looking add gold miner possibly lower pe tech name close
daily chart though rsi stoch point possible move there's lot resistance	$GLD	0.176	point possible move
@thecatman fear let stock fall big time earnings put lowball offer	$BBRY	-0.455	let stock fall big time earnings
selling cc	$MNKD	0.221	selling
RR premarket ready lift	$IBIO	0.507	RR premarket ready lift
manipulation overall market improve apple surely moves lot overall indicators	$AAPL	0.433	overall market improve
@jlNN gots morning	$AEZS	0.514	gots morning
erinn murphy piper jaffray thinks buy	$FINL	0.501	erinn murphy piper jaffray thinks buy
looks like longer term top building may take time quickie short fill least NNst gap NN NN	$CMG	0.099	longer term top building quickie short
would guessed would kill would suck lol	$GOOGL	-0.398	would suck
end day scan stochastic overbought	$AFSI	-0.516	stochastic overbought
european debt crisis entered dangerous new phase	$EUO	-0.331	debt crisis entered dangerous new phase
looking good need RR stay support note broke area lighter volume good sign	$XLF	0.255	looking good note broke area lighter volume
sees qNN NN total net revenues DD mln DD mln yoy growth rate approximately NN RR NN RR	$VIPS	0.305	growth rate approximately NN RR NN RR total net revenues DD mln DD
still interesting finance play one since NN's hold	$MS	0.305	still interesting finance play one since NN's hold
broke downtrend line july ready launch NN day moving average	$ZLCS	0.309	broke downtrend line ready launch NN day moving average
stocks came screens longs	$INFN	0.431	stocks came screens longs
steinerâ€™s spas sail wealthy defying downturn	$STNR	0.407	defying downturn
@zolio soars pre market business split announcement; rumors looking shed stake buyer lol	$HP	0.34	soars pre market
downgrade bias stock buy	$AAPL	0.498	stock buy
pain	$RBCN	-0.4	pain
tight price NN consecutive weeks	$RDEN	0.0	tight price
crazy Emark indexes engineered u little confidence prev hi beta hi performers	$REGN	0.384	hi beta hi performers
lots nice setups energy liking whiting day	$CRZO	0.293	lots nice setups energy liking whiting day
lots metal stocks look like NNRR run awaits long high quality names go metal prices cooperate	$NEM	0.394	long look like NNRR run awaits
bull move ended waiting next setup	$SPY	-0.204	bull move ended waiting next setup
trying lead higher gonna tough	$QQQ	0.256	trying lead higher
praise bad bad bad rt @reuvenohr rt @traderflorida bought back shares today good u im ridin w/ ya Emark	$AAPL	0.243	bought back shares today
sold xoma buy back april NN	$XOMA	-0.281	sold xoma
nice blurb	$BBRY	0.183	nice blurb
looking weak	$SLV	-0.352	looking weak
new squeeze plays #stocks	$SWKS	-0.339	new squeeze plays
rt @alphatrends vmarkets still acting weak	$SPY	-0.443	markets still acting weak
end day scan stochastic overbought	$ASMB	-0.385	stochastic overbought
short/put positions looking good wait market downturn confirm	$NFLX	-0.485	short/put positions looking good wait market downturn confirm
institutions seem like class stocks NNRR shares	$HAL	0.422	institutions seem like class stocks
china winners	$QIHU	0.452	china winners
got hit hard lower looks like found support NN NN	$NQ	-0.551	got hit hard lower
biggies must loading lows	$LINE	0.438	biggies must loading lows
@harmongreg wkly inverse head shoulders forming triggers NN NN po least NN NN watching	$BBRY	0.394	inverse head shoulders forming
weird day	$GPRO	0.619	
embarrassing china numbers imagine facebook going china signing NN million users expectations	$TSLA	-0.312	embarrassing china numbers
curious know NN NN Qmark lnkd great doesnt potential side fb Qmark seems little high also	$CRM	-0.344	seems little high also
bounced target buy area bought hedge watch NNa's slope	$SKF	0.466	bought hedge
possible target around NN NN neckline smaNN fork congestion	$SPY	0.162	possible target
long setup closed NNa macd cross november catalyst	$YMI	0.444	long setup closed NNa
closed green Emark Emark Emark Emark bullish Emark lol	$FREE	0.622	closed green Emark Emark Emark Emark bullish Emark
NN today Emark	$AAPL	0.0	
bumping head declining daily NNa overhead resistance big brother NNa	$SPY	-0.35	bumping head declining daily NNa overhead resistance
rt @joemccann correleation dollar index simply amazing finds support retreats like clockwork	$DX	0.504	finds support
hopefully peeps shorting scalps good swing NNst day run	$CAMT	-0.36	hopefully peeps shorting scalps
keep stock watch list much cause tape strange buying today	$ATU	0.271	keep stock watch list
NN ah gap tomorrow;	$VVUS	0.439	gap tomorrow
moved upper bollinger band	$RTN	0.498	moved upper bollinger band
rt @firstadopter seem long market comments Qmark lol thinking	$GS	0.525	long market
acting tough big volume tape	$TTWO	0.243	acting tough big volume tape
NN RR NN NN weekly NN calls NN RR NN NN	$AAPL	0.144	weekly NN calls NN RR
@brianderNN bull bear way u cut	$GDX	0.0	bull bear
would consider opportunity add position company right track still improving sales	$RAD	0.401	would consider opportunity add position company right track still improving sales
rt @alphatrends vmarkets still acting weak	$QQQ	-0.443	markets still acting weak
bear flag	$EMC	-0.535	bear flag
yes buy everything world fine	$SPY	0.829	yes buy everything
brent back NN what's wti NN Qmark hahaha yes go NN's soon	$USO	-0.353	brent back NN
us govt chasing joke case	$BAC	0.18	case
brand name big fail bet recover get bought year get highs lows	$APP	0.226	brand name big fail bet recover get bought year
ah beat	$YELP	0.284	beat ah
many times find top bottoms shorts start rejoicing bulls start rejoicing currently shorts rejoicing	$AMRN	-0.54	currently shorts rejoicing
rt @mlp_protocol top upstream mlp ranked estimated NN yr forward yield tax undiscounted NN RR long	$BBEP	0.537	long
looks like might break i'm	$CAMT	-0.516	looks like might break i'm
rt @flareNNx long NN NN/great find hope wold another still holding second RR	$ANLY	0.509	long NN NN/great find hope wold another still holding second RR
bot NN NN; bot NN NN;	$EZPW	0.437	bot
like NN NN trade NN sma & RR fib NN month range RR short int & reports RR	$NVDA	0.374	like trade NN sma
short	$KMB	-0.633	short
chunk dec DD puts bought NNâ¢ opening	$TWTR	-0.601	chunk dec DD puts bought
getting attention NN nyse NN top buying list	$JOE	0.788	getting attention NN nyse NN top buying list
time buy energy stocks yet Emark	$WTIC	-0.382	time buy
NN coming quick fed supports markets NN	$MA	0.296	NN coming quick fed supports markets NN
breaking market pulls back	$KEP	0.413	breaking market pulls back
european debt crisis entered dangerous new phase	$BUNL	-0.331	debt crisis entered dangerous new phase
stocks came screens longs	$DM	0.431	stocks came screens longs
@howardlindzon true short market using plenty reverse etf's alternative rather bubble creation	$SPY	-0.541	short market
NN conviction i'm buyer good ride NN Emark	$VHC	0.585	NN conviction i'm buyer good ride NN
ca competitors worry blackberry inevitable successor northern telecom much competent leadership	$BBRY	0.27	competitors worry blackberry inevitable successor northern telecom much competent leadership
moved upper bollinger band	$TEL	0.498	moved upper bollinger band
icymi NN shorts	$BBRY	-0.53	NN shorts
NN NN highest close since nov NNth day gap	$VELT	0.387	highest close since
come go Emark tired seeing go	$AAPL	-0.085	tired seeing go
ascending base breakout starting gain traction; strong stock	$NSM	0.733	ascending base breakout starting gain traction strong stock
@pieman much would like capture back market share cleary surpassed bb long time aka android	$BBRY	-0.274	cleary surpassed bb
going	$SPX	-0.559	going
end day scan stochastic overbought	$LPG	-0.385	stochastic overbought
